Gene name	Phenotype description
PLEC	EPIDERMOLYSIS BULLOSA SIMPLEX 5D GENERALIZED INTERMEDIATE AUTOSOMAL RECESSIVE
PLEC	EPIDERMOLYSIS BULLOSA JUNCTIONAL 5B WITH PYLORIC ATRESIA
PLEC	MUSCULAR DYSTROPHY LIMB-GIRDLE AUTOSOMAL RECESSIVE 17
PLEC	Epidermolysis Bullosa Simplex Ogna
PLEC	Epidermolysis Bullosa Simplex and limb-girdle muscular dystrophy
PLEKHG5	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C
PLEKHG5	Autosomal recessive lower motor neuron disease with childhood onset
PLEKHG5	CHARCOT-MARIE-TOOTH DISEASE RECESSIVE INTERMEDIATE C
PLEKHG5	SPINAL MUSCULAR ATROPHY DISTAL AUTOSOMAL RECESSIVE 4
PLEKHM1	OSTEOPETROSIS AUTOSOMAL DOMINANT 3
PLEKHM1	OSTEOPETROSIS AUTOSOMAL RECESSIVE 6
PLEKHM1	OSTEOPETROSIS AUTOSOMAL DOMINANT 3
PLEKHM1	OSTEOPETROSIS AUTOSOMAL RECESSIVE 6
PLEKHM1	Intermediate osteopetrosis
PLEKHM1	OSTEOPETROSIS AUTOSOMAL DOMINANT 3
PLEKHM1	OSTEOPETROSIS AUTOSOMAL RECESSIVE 6
PLIN1	PLIN1-related familial partial lipodystrophy
PLIN1	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 4
PLK4	Autosomal recessive chorioretinopathy-microcephaly syndrome
PLK4	Seckel syndrome
PLK4	Microcephaly and chorioretinopathy autosomal recessive 2
PLK4	Microcephaly growth failure and retinopathy
PLK4	Microcephaly and chorioretinopathy autosomal recessive 2
PMFBP1	Male infertility due to acephalic spermatozoa
PMFBP1	SPERMATOGENIC FAILURE 31
PMP2	PMP2-related Charcot-Marie-Tooth disease type 1
PMP2	CHARCOT-MARIE-TOOTH DISEASE DEMYELINATING TYPE 1G
PMP22	Acute inflammatory demyelinating polyradiculoneuropathy
PMP22	Charcot-Marie-Tooth disease type 1A
PMP22	Charcot-Marie-Tooth disease type 1E
PMP22	Dejerine-Sottas syndrome
PMP22	Hereditary neuropathy with liability to pressure palsies
PMP22	Roussy-Levy syndrome
PMP22	CHARCOT-MARIE-TOOTH DISEASE AND DEAFNESS
PMP22	CHARCOT-MARIE-TOOTH DISEASE DEMYELINATING TYPE 1A
PMP22	GUILLAIN-BARRE SYNDROME FAMILIAL
PMP22	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS
PMP22	NEUROPATHY HEREDITARY WITH LIABILITY TO PRESSURE PALSIES
PMP22	ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASIA
PMPCB	Multiple mitochondrial dysfunctions syndrome type 6
PMPCB	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6
PMPCB	Neurodegeneration in Early Childhood
PNKP	Ataxia-oculomotor apraxia type 4
PNKP	Charcot-Marie-Tooth disease type 2B2
PNKP	Early infantile epileptic encephalopathy
PNKP	ATAXIA-OCULOMOTOR APRAXIA 4
PNKP	CHARCOT-MARIE-TOOTH DISEASE AXONAL TYPE 2B2
PNKP	MICROCEPHALY SEIZURES AND DEVELOPMENTAL DELAY
PNKP	ATAXIA-OCULOMOTOR APRAXIA 4
PNLDC1	Male infertility with azoospermia or oligozoospermia due to single gene mutation
PNLDC1	SPERMATOGENIC FAILURE 57
PNP	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY
PNP	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY
PNP	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY
PNPLA6	Ataxia-hypogonadism-choroidal dystrophy syndrome
PNPLA6	Autosomal recessive spastic paraplegia type 39
PNPLA6	Cerebellar ataxia-hypogonadism syndrome
PNPLA6	Laurence-Moon syndrome
PNPLA6	Trichomegaly-retina pigmentary degeneration-dwarfism syndrome
PNPLA6	Boucher Neuhauser syndrome
PNPLA6	Laurence-Moon syndrome
PNPLA6	OLIVER-MCFARLANE SYNDROME
PNPLA6	SPASTIC PARAPLEGIA 39 AUTOSOMAL RECESSIVE
PNPLA6	Boucher Neuhauser syndrome
PNPLA6	PNPLA6-related Disorder
PNPT1	Combined oxidative phosphorylation defect type 13
PNPT1	Rare autosomal recessive non-syndromic sensorineural deafness type DFNB
PNPT1	Spinocerebellar ataxia type 25
PNPT1	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13
PNPT1	DEAFNESS AUTOSOMAL RECESSIVE 70 WITH OR WITHOUT ADULT-ONSET NEURODEGENERATION
PNPT1	SPINOCEREBELLAR ATAXIA 25
PNPT1	Hearing loss
PNPT1	Respiratory chain disorder
POLA1	X-linked intellectual disability Van Esch type
POLA1	X-linked reticulate pigmentary disorder
POLA1	Pigmentary disorder reticulate with systemic manifestations X-linked
POLA1	VAN ESCH-ODRISCOLL SYNDROME
POLA1	Amyloidosis familial cutaneous pigmentary disorder reticulate with systemic manifestations
POLA1	Amyloidosis familial cutaneous pigmentary disorder reticulate with systemic manifestations monoallelic loss of function
POLA1	VAN ESCH-ODRISCOLL SYNDROME
POLG	Alpers-Huttenlocher syndrome
POLG	Autosomal dominant progressive external ophthalmoplegia
POLG	Autosomal recessive progressive external ophthalmoplegia
POLG	Mitochondrial neurogastrointestinal encephalomyopathy
POLG	Progressive myoclonic epilepsy type 5
POLG	Recessive mitochondrial ataxia syndrome
POLG	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
POLG	SPINOCEREBELLAR ATAXIA WITH EPILEPSY
POLG	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE)
POLG	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)
POLG	Mitochondrial DNA depletion syndrome 4B MNGIE type
POLG	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS AUTOSOMAL DOMINANT 1
POLG	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS AUTOSOMAL RECESSIVE 1
POLG	SENSORY ATAXIC NEUROPATHY DYSARTHRIA AND OPHTHALMOPARESIS
POLG	Mitochondrial DNA depletion syndrome 4A
POLG	Mitochondrial recessive ataxia syndrome
POLG	Progressive external ophthalmoplegia autosomal dominant 1
POLG	Breast Carcinoma by Gene Expression Profile
POLG	Chronic Eosinophilic Leukemia Not Otherwise Specified
POLG	Endometrial Endometrioid Adenocarcinoma
POLG	Hepatobiliary Neoplasm
POLG	Malignant Germ Cell Tumor
POLG	ND
POLG	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
POLG	Pancreatic Acinar Cell Carcinoma
POLG	Placental Choriocarcinoma
POLG	Uterine Carcinosarcoma
POLG	Acute myeloid leukemia
POLG	bile duct carcinoma
POLG	bladder transitional cell carcinoma
POLG	brain glioblastoma
POLG	Breast carcinoma
POLG	breast ductal adenocarcinoma
POLG	cecum adenocarcinoma
POLG	cervical squamous cell carcinoma
POLG	Chronic lymphocytic leukemia
POLG	Clear cell renal carcinoma
POLG	colon adenocarcinoma
POLG	colon carcinoma
POLG	colorectal adenocarcinoma
POLG	diffuse gastric adenocarcinoma
POLG	diffuse large B-cell lymphoma
POLG	ganglioneuroblastoma
POLG	gastric adenocarcinoma
POLG	head and neck squamous cell carcinoma
POLG	Hepatocellular Carcinoma
POLG	kidney neoplasm
POLG	lobular breast carcinoma
POLG	Lung adenocarcinoma
POLG	Lung carcinoma
POLG	lymphoid neoplasm
POLG	Melanoma
POLG	Multiple myeloma
POLG	non-small cell lung carcinoma
POLG	oral squamous cell carcinoma
POLG	OSTEOSARCOMA
POLG	ovarian mucinous adenocarcinoma
POLG	pancreatic carcinoma
POLG	pancreatic ductal adenocarcinoma
POLG	pancreatic neuroendocrine tumor
POLG	POLYCYTHEMIA VERA
POLG	prostate adenocarcinoma
POLG	prostate carcinoma
POLG	rectal adenocarcinoma
POLG	skin carcinoma
POLG	soft tissue sarcoma
POLG	squamous cell lung carcinoma
POLG	thyroid carcinoma
POLG	thyroid neoplasm
POLG2	Autosomal dominant progressive external ophthalmoplegia
POLG2	MITOCHONDRIAL DNA DEPLETION SYNDROME 16 HEPATIC TYPE
POLG2	MITOCHONDRIAL DNA DEPLETION SYNDROME 16B NEUROOPHTHALMIC TYPE
POLG2	Progressive external ophthalmoplegia with mitochondrial DNA deletions autosomal dominant 4
POLR1A	BURN-MCKEOWN SYNDROME
POLR1A	Acrofacial dysostosis Cincinnati type
POLR1A	Acrofacial dysostosis Cincinnati type
POLR1C	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
POLR1C	Treacher-Collins syndrome
POLR1C	LEUKODYSTROPHY HYPOMYELINATING 11
POLR1C	TREACHER COLLINS SYNDROME 3
POLR1C	POLR1C-related Leukodystrophy
POLR1D	Treacher-Collins syndrome
POLR1D	TREACHER COLLINS SYNDROME 2
POLR1D	TREACHER COLLINS SYNDROME TYPE 2
POLR3A	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome
POLR3A	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome
POLR3A	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
POLR3A	Odontoleukodystrophy
POLR3A	Tremor-ataxia-central hypomyelination syndrome
POLR3A	WIEDEMANN-RAUTENSTRAUCH SYNDROME
POLR3A	LEUKODYSTROPHY HYPOMYELINATING 7 WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
POLR3A	WIEDEMANN-RAUTENSTRAUCH SYNDROME
POLR3A	Autosomal Recessive Wiedemann Rautenstrauch Syndrome
POLR3B	Endosteal sclerosis-cerebellar hypoplasia syndrome
POLR3B	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
POLR3B	Charcot-Marie-Tooth disease demyelinating type 1I
POLR3B	LEUKODYSTROPHY HYPOMYELINATING 7 WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
POLR3B	LEUKODYSTROPHY HYPOMYELINATING 8 WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
POLR3B	AUTOSOMAL RECESSIVE INTELLECTUAL DEVELOPMENTAL DISORDER
POLR3B	LEUKODYSTROPHY HYPOMYELINATING 8 WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
POLR3B	POLR3B-related neurodevelopmental disorder
POLR3K	LEUKODYSTROPHY HYPOMYELINATING 21
POLRMT	Combined oxidative phosphorylation deficiency 55
POMGNT1	Congenital muscular dystrophy with cerebellar involvement
POMGNT1	Muscle-eye-brain disease
POMGNT1	POMGNT1-related  limb-girdle muscular dystrophy R15
POMGNT1	Retinitis pigmentosa
POMGNT1	Walker-Warburg syndrome
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 3
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT TYPE B 3
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 3
POMGNT1	RETINITIS PIGMENTOSA 76
POMGNT1	muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies type A3 (MDDGA3
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH INTELLECTUAL DEVELOPMENTAL DISORDER TYPE B3
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C3
POMGNT2	Walker-Warburg syndrome
POMGNT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES) TYPE A 8
POMGNT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 8
POMGNT2	WALKER WARBERG SYNDROME
POMK	Congenital muscular dystrophy with cerebellar involvement
POMK	Limb-girdle muscular dystrophy due to POMK deficiency
POMK	Walker-Warburg syndrome
POMK	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 12
POMK	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 12
POMK	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type a 12
POMP	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
POMP	KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA
POMP	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 2
POMP	KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA
POMT1	Congenital muscular dystrophy with cerebellar involvement
POMT1	Congenital muscular dystrophy with intellectual disability
POMT1	Congenital muscular dystrophy without intellectual disability
POMT1	Muscle-eye-brain disease
POMT1	POMT1-related  limb-girdle muscular dystrophy R11
POMT1	Walker-Warburg syndrome
POMT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 1
POMT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT) TYPE B 1
POMT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 1
POMT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A1
POMT2	Congenital muscular dystrophy with cerebellar involvement
POMT2	Congenital muscular dystrophy with intellectual disability
POMT2	Muscle-eye-brain disease
POMT2	POMT2-related  limb-girdle muscular dystrophy R14
POMT2	Walker-Warburg syndrome
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 1
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 2
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT TYPE B 2
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 2
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A2
POP1	Anauxetic dysplasia
POP1	ANAUXETIC DYSPLASIA 2
POR	Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis
POR	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
POR	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
POR	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis
POR	DISORDERED STEROIDOGENESIS DUE TO CYTOCHROME P450 OXIDOREDUCTASE DEFICIENCY
PPARG	Congenital generalized lipodystrophy
PPARG	Differentiated thyroid carcinoma
PPARG	Giant cell glioblastoma
PPARG	Gliosarcoma
PPARG	PPARG-related familial partial lipodystrophy
PPARG	CAROTID INTIMAL MEDIAL THICKNESS 1
PPARG	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 3
PPARG	OBESITY LEANNESS INCLUDED
PPARG	TYPE 2 DIABETES MELLITUS
PPARG	Acanthosis Nigricans and insulin resistance syndrome + hypertension
PPARG	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 3
PPARG	B-cell acute lymphoblastic leukemia
PPARG	Brain Stem Glioblastoma
PPARG	Breast Carcinoma by Gene Expression Profile
PPARG	Burkitts lymphoma
PPARG	Digestive System Carcinoma
PPARG	Endometrial Endometrioid Adenocarcinoma
PPARG	Gallbladder Small Cell Neuroendocrine Carcinoma
PPARG	Gastric Adenoma
PPARG	Hepatobiliary Neoplasm
PPARG	Hodgkins lymphoma
PPARG	ND
PPARG	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
PPARG	Placental Choriocarcinoma
PPARG	Pleural Epithelioid Mesothelioma
PPARG	Thyroid Gland Hyalinizing Trabecular Tumor
PPARG	Thyroid Gland Oncocytic Follicular Carcinoma
PPARG	Uterine Carcinosarcoma
PPARG	Acute myeloid leukemia
PPARG	bile duct carcinoma
PPARG	bladder transitional cell carcinoma
PPARG	brain glioblastoma
PPARG	Breast carcinoma
PPARG	breast ductal adenocarcinoma
PPARG	cecum adenocarcinoma
PPARG	cervical squamous cell carcinoma
PPARG	Chronic lymphocytic leukemia
PPARG	Clear cell renal carcinoma
PPARG	colon adenocarcinoma
PPARG	colon carcinoma
PPARG	colorectal adenocarcinoma
PPARG	diffuse large B-cell lymphoma
PPARG	Endometrial stromal sarcoma
PPARG	Ependymoma
PPARG	gastric adenocarcinoma
PPARG	head and neck squamous cell carcinoma
PPARG	Hepatocellular Carcinoma
PPARG	kidney neoplasm
PPARG	lobular breast carcinoma
PPARG	Lung adenocarcinoma
PPARG	Lung carcinoma
PPARG	lymphoid neoplasm
PPARG	Medulloblastoma
PPARG	Melanoma
PPARG	Neoplasm
PPARG	non-small cell lung carcinoma
PPARG	ovarian carcinoma
PPARG	ovarian clear cell adenocarcinoma
PPARG	pancreatic carcinoma
PPARG	pancreatic ductal adenocarcinoma
PPARG	pancreatic neuroendocrine tumor
PPARG	Parathyroid adenoma
PPARG	prostate adenocarcinoma
PPARG	prostate carcinoma
PPARG	rectal adenocarcinoma
PPARG	skin carcinoma
PPARG	Small cell lung carcinoma
PPARG	soft tissue sarcoma
PPARG	squamous cell lung carcinoma
PPARG	thyroid carcinoma
PPARG	thyroid neoplasm
PPARG	Well-differentiated liposarcoma
PPCS	Familial isolated dilated cardiomyopathy
PPCS	CARDIOMYOPATHY DILATED 2C
PPIB	Osteogenesis imperfecta type 2
PPIB	Osteogenesis imperfecta type 3
PPIB	Osteogenesis imperfecta type 4
PPIB	OSTEOGENESIS IMPERFECTA TYPE IX
PPIL1	PONTOCEREBELLAR HYPOPLASIA TYPE 14
PPIL1	PPIL1-related Neurodegenerative Pontocerebellar Hypoplasia with Microcephaly
PPP2R3C	MYOECTODERMAL GONADAL DYSGENESIS SYNDROME
PPP2R3C	SPERMATOGENIC FAILURE 36
PPP3CA	Autosomal dominant non-syndromic intellectual disability
PPP3CA	Craniosynostosis-microretrognathia-severe intellectual disability syndrome
PPP3CA	Non-specific early-onset epileptic encephalopathy
PPP3CA	ARTHROGRYPOSIS CLEFT PALATE CRANIOSYNOSTOSIS AND IMPAIRED INTELLECTUAL DEVELOPMENT
PPP3CA	Developmental and epileptic encephalopathy 91
PPP3CA	Severe Neurodevelopmental Disease with Seizures
PPT1	CLN1 disease
PPT1	CEROID LIPOFUSCINOSIS NEURONAL 1
PPT1	CEROID LIPOFUSCINOSIS NEURONAL 1
PRDM12	Hereditary sensory and autonomic neuropathy type 8
PRDM12	NEUROPATHY HEREDITARY SENSORY AND AUTONOMIC TYPE VIII
PRDM12	Hereditary sensory and autonomic neuropathy type VIII
PRDM16	1p36 deletion syndrome
PRDM16	Familial isolated dilated cardiomyopathy
PRDM16	Left ventricular noncompaction
PRDM16	LEFT VENTRICULAR NONCOMPACTION 8
PRDM16	B-cell acute lymphoblastic leukemia
PRDM16	Brain Stem Glioblastoma
PRDM16	Breast Carcinoma by Gene Expression Profile
PRDM16	Burkitts lymphoma
PRDM16	Endometrial Endometrioid Adenocarcinoma
PRDM16	Hepatobiliary Neoplasm
PRDM16	MANTLE CELL LYMPHOMA
PRDM16	Merkel cell skin cancer
PRDM16	ND
PRDM16	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
PRDM16	Placental Choriocarcinoma
PRDM16	Signet Ring Cell Gastric Adenocarcinoma
PRDM16	Small Intestinal Diffuse Large B-Cell Lymphoma
PRDM16	Submandibular Gland Adenoid Cystic Carcinoma
PRDM16	T-cell acute lymphoblastic leukemia
PRDM16	Testicular Teratoma
PRDM16	Uterine Carcinosarcoma
PRDM16	Acute lymphoblastic leukemia
PRDM16	Acute myeloid leukemia
PRDM16	Anaplastic astrocytoma
PRDM16	angiosarcoma
PRDM16	bile duct carcinoma
PRDM16	bladder transitional cell carcinoma
PRDM16	brain glioblastoma
PRDM16	Breast carcinoma
PRDM16	breast ductal adenocarcinoma
PRDM16	cecum adenocarcinoma
PRDM16	cervical squamous cell carcinoma
PRDM16	Chronic lymphocytic leukemia
PRDM16	Clear cell renal carcinoma
PRDM16	colon adenocarcinoma
PRDM16	colorectal adenocarcinoma
PRDM16	Colorectal adenoma
PRDM16	diffuse large B-cell lymphoma
PRDM16	Ependymoma
PRDM16	gastric adenocarcinoma
PRDM16	head and neck squamous cell carcinoma
PRDM16	Hepatocellular Carcinoma
PRDM16	kidney neoplasm
PRDM16	large cell lung carcinoma
PRDM16	large cell medulloblastoma
PRDM16	lobular breast carcinoma
PRDM16	Lung adenocarcinoma
PRDM16	Lung carcinoma
PRDM16	lymphoid neoplasm
PRDM16	Medulloblastoma
PRDM16	Melanoma
PRDM16	Neoplasm
PRDM16	neoplasm of mature B-cells
PRDM16	non-small cell lung carcinoma
PRDM16	oral squamous cell carcinoma
PRDM16	OSTEOSARCOMA
PRDM16	pancreatic carcinoma
PRDM16	pancreatic ductal adenocarcinoma
PRDM16	pancreatic neuroendocrine tumor
PRDM16	prostate adenocarcinoma
PRDM16	prostate carcinoma
PRDM16	rectal adenocarcinoma
PRDM16	skin carcinoma
PRDM16	Small cell lung carcinoma
PRDM16	soft tissue sarcoma
PRDM16	squamous cell lung carcinoma
PRDM16	testicular mixed germ cell tumor
PRDM16	thyroid carcinoma
PRDM16	thyroid neoplasm
PRDM5	Brittle cornea syndrome
PRDM5	BRITTLE CORNEA SYNDROME 2
PRDM5	Axenfeld-Rieger syndrome
PRDM5	BRITTLE CORNEA SYNDROME 2
PRDM8	Early-onset Lafora body disease
PRDM8	Epilepsy progressive myoclonic 10
PREPL	2p21 microdeletion syndrome
PREPL	2p21 microdeletion syndrome without cystinuria
PREPL	Atypical hypotonia - cystinuria syndrome
PREPL	HYPOTONIA-CYSTINURIA SYNDROME
PREPL	MYASTHENIC SYNDROME CONGENITAL 22
PREPL	HYPOTONIA-CYSTINURIA SYNDROME
PRF1	Familial hemophagocytic lymphohistiocytosis
PRF1	Fatal post-viral neurodegenerative disorder
PRF1	Idiopathic aplastic anemia
PRF1	APLASTIC ANEMIA APLASTIC ANEMIA SUSCEPTIBILITY TO INCLUDED
PRF1	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS FAMILIAL 2
PRF1	LYMPHOMA NON-HODGKIN FAMILIAL
PRF1	Digestive System Carcinoma
PRF1	Endometrial Endometrioid Adenocarcinoma
PRF1	Gallbladder Small Cell Neuroendocrine Carcinoma
PRF1	Hepatobiliary Neoplasm
PRF1	Hodgkins lymphoma
PRF1	Merkel cell skin cancer
PRF1	ND
PRF1	Placental Choriocarcinoma
PRF1	Pleural Biphasic Mesothelioma
PRF1	Signet Ring Cell Gastric Adenocarcinoma
PRF1	T-cell acute lymphoblastic leukemia
PRF1	Acute myeloid leukemia
PRF1	adenosquamous lung carcinoma
PRF1	adrenocortical adenoma
PRF1	bile duct carcinoma
PRF1	bladder transitional cell carcinoma
PRF1	brain glioblastoma
PRF1	Breast carcinoma
PRF1	breast ductal adenocarcinoma
PRF1	cecum adenocarcinoma
PRF1	cervical squamous cell carcinoma
PRF1	Clear cell renal carcinoma
PRF1	colon adenocarcinoma
PRF1	colorectal adenocarcinoma
PRF1	diffuse gastric adenocarcinoma
PRF1	dysplastic nevus
PRF1	gastric adenocarcinoma
PRF1	head and neck squamous cell carcinoma
PRF1	Hepatocellular Carcinoma
PRF1	kidney neoplasm
PRF1	large cell lung carcinoma
PRF1	large cell medulloblastoma
PRF1	lobular breast carcinoma
PRF1	Lung adenocarcinoma
PRF1	Lung carcinoma
PRF1	lymphoid neoplasm
PRF1	Melanoma
PRF1	non-small cell lung carcinoma
PRF1	pancreatic ductal adenocarcinoma
PRF1	POLYCYTHEMIA VERA
PRF1	prostate adenocarcinoma
PRF1	prostate carcinoma
PRF1	rectal adenocarcinoma
PRF1	skin carcinoma
PRF1	Small cell lung carcinoma
PRF1	squamous cell lung carcinoma
PRF1	thyroid carcinoma
PRF1	urothelial carcinoma
PRG4	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome
PRG4	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME
PRICKLE1	Progressive myoclonic epilepsy type 1
PRKACG	Severe autosomal recessive macrothrombocytopenia
PRKACG	BLEEDING DISORDER PLATELET-TYPE 19
PRKCD	Autoimmune lymphoproliferative syndrome
PRKCD	Autosomal systemic lupus erythematosus
PRKCD	Common variable immunodeficiency
PRKCD	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME TYPE III
PRKDC	Severe combined immunodeficiency due to DNA-PKcs deficiency
PRKDC	Immunodeficiency 26 with or without neurologic abnormalities
PRKG2	ACROMESOMELIC DYSPLASIA 4
PRKG2	SPONDYLOMETAPHYSEAL DYSPLASIA PAGNAMENTA TYPE
PRKG2	PRKG2-related acromesomelic dysplasia and spondylometaphyseal dysplasia
PROC	NON RARE IN EUROPE: Non rare thrombophilia
PROC	Severe hereditary thrombophilia due to congenital protein C deficiency
PROC	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY AUTOSOMAL DOMINANT
PROC	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY AUTOSOMAL RECESSIVE
PRODH	Hyperprolinemia type 1
PRODH	HYPERPROLINEMIA TYPE I
PRODH	SCHIZOPHRENIA 4
PROK2	Kallmann Syndrome
PROK2	Normosmic congenital hypogonadotropic hypogonadism
PROK2	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA
PROKR2	Kallmann Syndrome
PROKR2	Normosmic congenital hypogonadotropic hypogonadism
PROKR2	Pituitary stalk interruption syndrome
PROKR2	Septo-optic dysplasia spectrum
PROKR2	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA
PROM1	Cone rod dystrophy
PROM1	Retinal macular dystrophy type 2
PROM1	Retinitis pigmentosa
PROM1	STARGARDT DISEASE
PROM1	CONE-ROD DYSTROPHY 12
PROM1	MACULAR DYSTROPHY RETINAL 2
PROM1	RETINITIS PIGMENTOSA 41
PROM1	STARGARDT DISEASE 4
PROM1	Macular dystrophy
PROM1	RETINITIS PIGMENTOSA 41
PRORP	Combined oxidative phosphorylation deficiency 54
PRORP	PRORP-related mitochondrial disorder
PROS1	NON RARE IN EUROPE: Non rare thrombophilia
PROS1	Severe hereditary thrombophilia due to congenital protein S deficiency
PROS1	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY AUTOSOMAL DOMINANT
PROS1	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY AUTOSOMAL RECESSIVE
PRPF3	Retinitis pigmentosa
PRPF3	RETINITIS PIGMENTOSA 18
PRPF3	RETINITIS PIGMENTOSA 18
PRPF31	RETINITIS PIGMENTOSA 11
PRPF31	RETINITIS PIGMENTOSA 11
PRPF31	Retinitis pigmentosa
PRPF31	RETINITIS PIGMENTOSA 11
PRPF31	RETINITIS PIGMENTOSA 11
PRPF4	Retinitis pigmentosa
PRPF4	RETINITIS PIGMENTOSA 70
PRPF4	RETINITIS PIGMENTOSA 70
PRPF6	Retinitis pigmentosa
PRPF6	Retinitis pigmentosa 60
PRPF6	Retinitis pigmentosa 60
PRPF8	Glaucoma
PRPF8	PRPF8-related developmental disorder monoallelic
